league,player,team,season,pos,age,minutes,nineties,goals_per90,assists_per90,ga_per90,shots_per90,sot_per90,g_per_sh,crosses_per90,fouls_drawn_per90,fouls_committed_per90,offsides_per90,season_end_year,us_position,us_minutes,npxg,xg,xa,np_goals,goals_us,key_passes,shots_us,xg_chain,xg_buildup,npxg_per90,xa_per90,npxg_xa_per90,key_passes_per90,key_passes_per100,goals_minus_npxg,goals_minus_npxg_per90,npxg_per_shot,in_bundesliga,crosses_per90_z,fouls_drawn_per90_z,sot_per90_z,npxg_xa_per90_z,winger_score,likely_winger,side_review,sofifa_player_id,fc_overall,fc_potential,fc_age,fc_value_eur,fc_pos,fifa_edition,sofifa_update,sofifa_version_id
GER-Bundesliga,Marius Bülter,Schalke 04,2223,"MF,FW",29,2598,28.9,0.24,0.03,0.28,2.36,0.94,0.1,4.013840830449827,1.7301038062283738,0.8996539792387543,0.2422145328719723,2023,F M S,2619.0,5.967683052644134,8.998790411278605,4.248066739179194,7.0,11.0,37.0,68.0,12.15662797447294,2.7311309576034546,0.2050750189912073,0.1459816748858829,0.3510566938770902,1.2714776632302405,1.4127529591447117,1.0323169473558664,0.0354748091874868,0.0877600448918255,True,1.1380164074730847,0.5410554799122358,0.1359624124118417,-0.43502814195004,0.3450015394617806,True,,244390.0,72.0,72.0,29.0,2300000.0,ST,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Conrad Harder,RB Leipzig,2526,FW,20,932,10.4,0.29,0.29,0.58,4.06,1.26,0.07,1.25,1.7307692307692306,2.019230769230769,0.3846153846153846,2026,,,,,,,,,,,,,,,,,,,,True,-0.3939329136985003,0.5420722692285888,0.879988648700059,,0.3427093347433825,True,,,,,,,,,,
GER-Bundesliga,Vincenzo Grifo,Freiburg,2021,"MF,FW",27,2313,25.7,0.19,0.39,0.58,2.26,1.05,0.09,5.136186770428016,0.7392996108949417,0.4280155642023346,0.0778210116731517,2021,F M S,2341.0,4.7096494026482105,7.740594930946827,7.838894918560982,5.0,9.0,66.0,57.0,13.716823390685022,5.292960800230503,0.1810629842965992,0.3013671690177225,0.4824301533143217,2.53737718923537,2.8193079880392995,0.2903505973517895,0.0111625603424438,0.0826254281166352,True,1.7601134117312625,-0.9729240302443892,0.3917214311359165,0.1896425538763455,0.3421383416247838,True,,212096.0,78.0,78.0,27.0,15000000.0,LM,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Cedric Teuchert,Union Berlin,2021,"FW,MF",23,754,8.4,0.36,0.12,0.48,2.86,1.19,0.13,1.1904761904761905,1.6666666666666663,1.7857142857142856,0.238095238095238,2021,F M S,718.0,3.634605288505554,3.634605288505554,0.9422438852488996,3.0,3.0,8.0,24.0,5.573095675557852,1.439329758286476,0.4555911921525067,0.1181085650033439,0.5736997571558508,1.0027855153203342,1.1142061281337048,-0.6346052885055542,-0.0795466239073814,0.1514418870210647,True,-0.4269259350725661,0.4441215650865622,0.7172329095120114,0.6236225006914535,0.3395127600543652,True,,226050.0,68.0,77.0,23.0,2700000.0,ST,FIFA 21,"Aug 24, 2020",210001.0
GER-Bundesliga,Lars Stindl,Gladbach,2223,MF,33,1734,19.3,0.42,0.36,0.78,2.6,1.14,0.16,0.932642487046632,2.0207253886010363,1.5544041450777202,0.4145077720207253,2023,,,,,,,,,,,,,,,,,,,,True,-0.569838711594426,0.985134262575683,0.6009788100919773,,0.3387581203577448,True,,187072.0,79.0,79.0,33.0,11000000.0,CAM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Nadiem Amiri,Leverkusen,2223,"MF,FW",25,977,10.9,0.28,0.09,0.37,2.21,0.83,0.13,1.4678899082568806,2.293577981651376,1.2844036697247705,0.3669724770642201,2023,,,,,,,,,,,,,,,,,,,,True,-0.2731602941732506,1.402061478989317,-0.1197966063122328,,0.3363681928346112,True,,225309.0,76.0,79.0,25.0,10000000.0,CAM,FIFA 23,"Sep 1, 2022",230001.0
GER-Bundesliga,Anthony Ujah,Mainz 05,1819,FW,27,735,8.2,0.49,0.0,0.49,3.43,1.59,0.14,0.4878048780487805,0.6097560975609757,1.829268292682927,1.2195121951219514,2019,F S,707.0,4.2924178168177605,4.2924178168177605,1.9669224508106709,4.0,4.0,12.0,27.0,5.395477045327425,1.134032106027007,0.5464181096373387,0.2503861677128152,0.7968042773501539,1.5275813295615277,1.6973125884016973,-0.2924178168177604,-0.0372243331168294,0.158978437659917,True,-0.8164045288542202,-1.1708705324746551,1.647265704872283,1.684467335476176,0.3361144947548958,True,,198554.0,73.0,74.0,27.0,4700000.0,ST,FIFA 19,"Aug 21, 2018",190002.0
ENG-Premier League,Mathys Tel,Tottenham Hotspur,2425,FW,19,911,10.1,0.1,0.1,0.2,2.27,0.89,0.04,3.1683168316831685,1.5841584158415842,1.4851485148514851,0.099009900990099,2025,,,,,,,,,,,,,,,,,,,,False,0.6693570325647074,0.3180464013393997,0.0197083129918079,,0.3357039156319716,True,,,,,,,,,,
GER-Bundesliga,Kingsley Coman,Bayern Munich,2425,MF,28,1282,14.2,0.35,0.28,0.63,3.09,1.19,0.11,3.3098591549295775,0.8450704225352114,0.6338028169014085,0.5633802816901409,2025,M S,1276.0,4.042191399261355,4.042191399261355,4.258397921919823,5.0,5.0,32.0,44.0,12.850466405972838,6.604279920458794,0.2851075438350486,0.3003572201981066,0.5854647640331552,2.2570532915360504,2.507836990595611,0.9578086007386446,0.0675570329674592,0.0918679863468489,True,0.7478115020209295,-0.8113029527901153,0.7172329095120114,0.6795642035584573,0.3333264155753207,True,,213345.0,84.0,84.0,28.0,42500000.0,LM,FC 25,"Aug 7, 2024",250001.0
FRA-Ligue 1,Franck Honorat,Brest,2223,"MF,FW",25,2535,28.2,0.21,0.18,0.39,1.67,0.6,0.13,7.4822695035460995,0.6382978723404256,0.8156028368794327,0.3191489361702128,2023,F M S,2562.0,4.384667851030827,4.384667851030827,8.52192741446197,6.0,6.0,89.0,47.0,13.602738115005195,3.3610742576420307,0.1540281446497948,0.2993651316555727,0.4533932763053676,3.126463700234192,3.473848555815769,1.6153321489691734,0.0567446890738585,0.0932908053410814,False,3.0605066220839996,-1.1272578162557354,-0.654565463644389,0.0515744368951152,0.3325644447697476,True,,,,,,,,,,
GER-Bundesliga,Robert Skov,Union Berlin,2425,"MF,DF",28,852,9.5,0.11,0.21,0.32,1.8,0.63,0.06,6.526315789473684,1.0526315789473684,1.4736842105263157,0.1052631578947368,2025,D M S,866.0,1.0390878673642874,1.7968645300716162,2.9618297405540943,1.0,2.0,19.0,17.0,3.018203509971499,1.3240411318838596,0.1079883464928243,0.3078114049074694,0.4157997514002937,1.97459584295612,2.1939953810623556,-0.0390878673642873,-0.0040622494951337,0.061122815727311,True,2.530637959891053,-0.4941430745896917,-0.5848130039923685,-0.1271798827491746,0.3311254996399545,True,,,,,,,,,,
GER-Bundesliga,Jadon Sancho,Dortmund,1819,MF,18,2461,27.3,0.44,0.51,0.95,1.46,0.8,0.3,4.029304029304029,1.391941391941392,0.1831501831501831,0.1465201465201465,2019,,,,,,,,,,,,,,,,,,,,True,1.1465873919982612,0.0243328330493058,-0.189549065964253,,0.327123719694438,True,,233049.0,72.0,87.0,18.0,6500000.0,LM,FIFA 19,"Aug 21, 2018",190002.0
FRA-Ligue 1,Franck Honorat,Brest,2021,MF,23,2458,27.3,0.29,0.15,0.44,1.5,0.88,0.2,6.95970695970696,0.5128205128205128,1.3186813186813189,0.1831501831501831,2021,F M S,2477.0,3.725578421726823,3.725578421726823,7.627052363008261,8.0,8.0,63.0,41.0,12.79016587510705,5.243441419675946,0.1353661921499451,0.27712342053724,0.4124896126871851,2.289059345983044,2.5433992733144932,4.274421578273177,0.1553080105145684,0.090867766383581,False,2.7708592134907284,-1.318991109469915,-0.0035425068921988,-0.1429193377506422,0.3263515648444931,True,,,,,,,,,,
ITA-Serie A,Donyell Malen,Roma,2526,FW,26,1467,16.3,0.67,0.12,0.8,4.29,1.9,0.16,0.3680981595092024,1.0429447852760736,0.7361963190184049,0.8588957055214723,2026,,,,,,,,,,,,,,,,,,,,False,-0.8827558990872658,-0.5089447954610086,2.3680411212764927,,0.3254468089094061,True,,,,,,,,,,
GER-Bundesliga,Victor Boniface,Leverkusen,2324,FW,22,1546,17.2,0.58,0.47,1.05,4.66,1.98,0.13,0.1744186046511628,0.988372093023256,0.9302325581395348,1.0465116279069768,2024,,,,,,,,,,,,,,,,,,,,True,-0.9901091371321998,-0.5923335601372064,2.554047680348547,,0.3238683276930469,True,,247679.0,74.0,81.0,22.0,8500000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Jonathan Burkardt,Mainz 05,2425,FW,24,2109,23.4,0.68,0.09,0.77,3.07,1.28,0.22,1.153846153846154,1.0256410256410258,0.982905982905983,0.4700854700854701,2025,F S,2144.0,14.015687860548496,15.531241215765476,3.2260143337771297,16.0,18.0,20.0,72.0,17.678049380891025,2.2389991842210293,0.5883451060864574,0.1354203778171369,0.7237654839035943,0.8395522388059701,0.9328358208955224,1.984312139451504,0.0832966849583187,0.1946623313965069,True,-0.4472293328412218,-0.5353854763337026,0.9264902884680726,1.3371734899762695,0.3202622423173544,True,,244257.0,76.0,82.0,23.0,12000000.0,ST,FC 25,"Aug 7, 2024",250001.0
GER-Bundesliga,Maximilian Beier,Hoffenheim,2324,"FW,MF",20,2420,26.9,0.6,0.04,0.63,3.05,1.45,0.2,1.412639405204461,1.1895910780669146,0.7806691449814127,0.483271375464684,2024,F M S,2477.0,12.45765060186386,12.45765060186386,2.661381559446454,16.0,16.0,24.0,82.0,15.76284497603774,2.5732957124710083,0.4526397069712343,0.0966993703472672,0.5493390773185015,0.8720226079935406,0.9689140088817118,3.542349398136139,0.1287086983577927,0.1519225683154129,True,-0.3037846954459415,-0.2848647162975902,1.3217542264961877,0.5077893416196897,0.3102235390930864,True,,254117.0,70.0,80.0,20.0,3500000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Yussuf Poulsen,RB Leipzig,2324,FW,29,1217,13.5,0.37,0.15,0.52,2.14,1.18,0.17,0.2222222222222222,2.1481481481481484,1.6296296296296295,0.2962962962962963,2024,,,,,,,,,,,,,,,,,,,,True,-0.963612416090702,1.1798401873088953,0.6939820896280046,,0.3034032869487326,True,,207791.0,76.0,76.0,29.0,7500000.0,ST,FC 24,"Aug 11, 2023",240001.0
GER-Bundesliga,Florian Wirtz,Leverkusen,2223,"FW,MF",19,1090,12.1,0.08,0.5,0.58,0.58,0.33,0.14,3.553719008264463,2.231404958677686,1.0743801652892562,0.0826446280991735,2023,,,,,,,,,,,,,,,,,,,,True,0.8829788143572835,1.3070591734783004,-1.2823376005125722,,0.3025667957743372,True,,256630.0,82.0,91.0,19.0,66000000.0,CAM,FIFA 23,"Sep 1, 2022",230001.0
